380.0
-10000.0;-10000.0;-10000.0;-10000.0;-10000.0;-10000.0;-10000.0;-10000.0;-10000.0;-10000.0
-10000.0;-10000.0;-10000.0;-10000.0;-10000.0;-10000.0;-10000.0;-10000.0;-10000.0;-10000.0
-10000.0;-10000.0;-10000.0;-10000.0;-10000.0;-10000.0;-10000.0;309.6;283.0;280.6
318.0;295.6;357.1;300.9;292.7;354.7;278.1;361.8;301.9;266.7
351.4;362.2;292.8;316.2;385.3;426.0;313.1;416.3;221.8;-10000.0
406.2;360.5;304.5;243.9;288.7;307.5;210.1;345.3;-10000.0;-10000.0
533.1;704.2;285.8;231.6;416.7;383.6;367.6;363.4;351.7;-10000.0
-10000.0;570.8;-10000.0;-10000.0;-10000.0;-10000.0;-10000.0;-10000.0;-10000.0;-10000.0
-10000.0;-10000.0;-10000.0;-10000.0;-10000.0;429.0;-10000.0;-10000.0;-10000.0;-10000.0
-10000.0;-10000.0;-10000.0;-10000.0;-10000.0;-10000.0;-10000.0;-10000.0;-10000.0;-10000.0
410.0
-10000.0;-10000.0;-10000.0;-10000.0;-10000.0;-10000.0;-10000.0;-10000.0;-10000.0;-10000.0
-10000.0;-10000.0;-10000.0;-10000.0;-10000.0;-10000.0;-10000.0;-10000.0;-10000.0;-10000.0
-10000.0;-10000.0;-10000.0;-10000.0;-10000.0;-10000.0;-10000.0;340.9;309.9;328.9
289.6;288.3;285.1;233.4;284.7;357.7;318.7;374.2;380.7;314.3
319.4;343.2;274.5;304.2;385.0;503.7;370.5;439.2;233.9;-10000.0
344.5;320.4;231.0;206.9;306.0;282.9;251.4;320.4;-10000.0;-10000.0
428.9;470.7;193.4;143.2;336.5;318.7;315.8;321.8;317.3;-10000.0
-10000.0;433.1;-10000.0;-10000.0;-10000.0;-10000.0;-10000.0;-10000.0;-10000.0;-10000.0
-10000.0;-10000.0;-10000.0;-10000.0;-10000.0;341.4;-10000.0;-10000.0;-10000.0;-10000.0
-10000.0;-10000.0;-10000.0;-10000.0;-10000.0;-10000.0;-10000.0;-10000.0;-10000.0;-10000.0
439.0
-10000.0;-10000.0;-10000.0;-10000.0;-10000.0;-10000.0;-10000.0;-10000.0;-10000.0;-10000.0
-10000.0;-10000.0;-10000.0;-10000.0;-10000.0;-10000.0;-10000.0;-10000.0;-10000.0;-10000.0
-10000.0;-10000.0;-10000.0;-10000.0;-10000.0;-10000.0;-10000.0;375.6;348.1;355.7
400.0;372.9;342.0;329.5;348.8;404.0;367.0;462.6;430.1;350.8
442.0;426.9;349.4;408.2;436.1;489.7;398.0;470.8;253.8;-10000.0
471.1;373.6;338.1;322.2;322.9;320.5;297.2;380.3;-10000.0;-10000.0
504.3;426.3;235.4;226.5;377.0;403.4;388.6;378.2;361.8;-10000.0
-10000.0;482.4;-10000.0;-10000.0;-10000.0;-10000.0;-10000.0;-10000.0;-10000.0;-10000.0
-10000.0;-10000.0;-10000.0;-10000.0;-10000.0;423.9;-10000.0;-10000.0;-10000.0;-10000.0
-10000.0;-10000.0;-10000.0;-10000.0;-10000.0;-10000.0;-10000.0;-10000.0;-10000.0;-10000.0
470.0
-10000.0;-10000.0;-10000.0;-10000.0;-10000.0;-10000.0;-10000.0;-10000.0;-10000.0;-10000.0
-10000.0;-10000.0;-10000.0;-10000.0;-10000.0;-10000.0;-10000.0;-10000.0;-10000.0;-10000.0
-10000.0;-10000.0;-10000.0;-10000.0;-10000.0;-10000.0;-10000.0;138.7;116.6;117.3
152.2;139.5;108.7;114.5;144.5;165.4;160.1;150.2;110.8;115.5
123.2;124.3;112.5;161.0;164.1;176.3;145.6;157.9;66.0;-10000.0
153.7;136.9;98.9;102.4;90.2;126.4;118.8;141.4;-10000.0;-10000.0
153.5;115.0;93.0;84.7;137.0;159.6;154.9;150.3;146.8;-10000.0
-10000.0;155.9;-10000.0;-10000.0;-10000.0;-10000.0;-10000.0;-10000.0;-10000.0;-10000.0
-10000.0;-10000.0;-10000.0;-10000.0;-10000.0;158.9;-10000.0;-10000.0;-10000.0;-10000.0
-10000.0;-10000.0;-10000.0;-10000.0;-10000.0;-10000.0;-10000.0;-10000.0;-10000.0;-10000.0
500.0
-10000.0;-10000.0;-10000.0;-10000.0;-10000.0;-10000.0;-10000.0;-10000.0;-10000.0;-10000.0
-10000.0;-10000.0;-10000.0;-10000.0;-10000.0;-10000.0;-10000.0;-10000.0;-10000.0;-10000.0
-10000.0;-10000.0;-10000.0;-10000.0;-10000.0;-10000.0;-10000.0;101.2;86.3;82.9
47.8;58.5;57.9;73.7;96.2;149.7;140.7;129.6;152.2;83.6
44.4;46.3;53.4;75.6;73.9;125.4;94.0;93.9;46.8;-10000.0
48.5;52.6;53.9;60.3;54.0;85.0;110.3;123.5;-10000.0;-10000.0
60.0;54.4;62.2;55.4;104.1;128.1;132.0;135.4;132.5;-10000.0
-10000.0;94.9;-10000.0;-10000.0;-10000.0;-10000.0;-10000.0;-10000.0;-10000.0;-10000.0
-10000.0;-10000.0;-10000.0;-10000.0;-10000.0;136.6;-10000.0;-10000.0;-10000.0;-10000.0
-10000.0;-10000.0;-10000.0;-10000.0;-10000.0;-10000.0;-10000.0;-10000.0;-10000.0;-10000.0
531.0
-10000.0;-10000.0;-10000.0;-10000.0;-10000.0;-10000.0;-10000.0;-10000.0;-10000.0;-10000.0
-10000.0;-10000.0;-10000.0;-10000.0;-10000.0;-10000.0;-10000.0;-10000.0;-10000.0;-10000.0
-10000.0;-10000.0;-10000.0;-10000.0;-10000.0;-10000.0;-10000.0;217.7;194.2;170.6
256.3;273.9;218.4;274.5;209.9;430.9;306.3;261.2;560.9;159.6
220.0;162.6;159.1;204.4;166.7;233.1;157.0;131.6;29.0;-10000.0
201.5;206.7;175.7;188.4;131.7;178.4;151.3;236.2;-10000.0;-10000.0
268.2;194.6;168.9;152.9;285.3;283.1;263.9;251.2;253.9;-10000.0
-10000.0;292.2;-10000.0;-10000.0;-10000.0;-10000.0;-10000.0;-10000.0;-10000.0;-10000.0
-10000.0;-10000.0;-10000.0;-10000.0;-10000.0;339.4;-10000.0;-10000.0;-10000.0;-10000.0
-10000.0;-10000.0;-10000.0;-10000.0;-10000.0;-10000.0;-10000.0;-10000.0;-10000.0;-10000.0
561.0
-10000.0;-10000.0;-10000.0;-10000.0;-10000.0;-10000.0;-10000.0;-10000.0;-10000.0;-10000.0
-10000.0;-10000.0;-10000.0;-10000.0;-10000.0;-10000.0;-10000.0;-10000.0;-10000.0;-10000.0
-10000.0;-10000.0;-10000.0;-10000.0;-10000.0;-10000.0;-10000.0;139.2;140.2;135.4
164.6;158.2;153.7;170.6;81.4;244.9;154.6;148.7;576.5;154.0
106.9;94.0;65.7;100.0;74.2;95.5;72.6;58.4;7.9;-10000.0
177.6;157.0;130.5;102.8;52.1;67.7;87.2;121.7;-10000.0;-10000.0
180.1;113.7;131.3;112.0;133.9;119.0;108.2;121.4;145.6;-10000.0
-10000.0;209.2;-10000.0;-10000.0;-10000.0;-10000.0;-10000.0;-10000.0;-10000.0;-10000.0
-10000.0;-10000.0;-10000.0;-10000.0;-10000.0;178.0;-10000.0;-10000.0;-10000.0;-10000.0
-10000.0;-10000.0;-10000.0;-10000.0;-10000.0;-10000.0;-10000.0;-10000.0;-10000.0;-10000.0
592.0
-10000.0;-10000.0;-10000.0;-10000.0;-10000.0;-10000.0;-10000.0;-10000.0;-10000.0;-10000.0
-10000.0;-10000.0;-10000.0;-10000.0;-10000.0;-10000.0;-10000.0;-10000.0;-10000.0;-10000.0
-10000.0;-10000.0;-10000.0;-10000.0;-10000.0;-10000.0;-10000.0;27.4;25.6;27.1
27.2;24.2;9.1;11.6;14.5;64.2;41.0;23.7;87.9;26.8
14.2;10.3;4.0;8.6;15.2;32.6;17.0;13.5;0.0;-10000.0
21.9;21.8;10.7;13.8;5.5;13.7;17.2;31.4;-10000.0;-10000.0
19.8;17.8;35.6;20.3;30.6;35.6;33.4;37.1;41.6;-10000.0
-10000.0;42.5;-10000.0;-10000.0;-10000.0;-10000.0;-10000.0;-10000.0;-10000.0;-10000.0
-10000.0;-10000.0;-10000.0;-10000.0;-10000.0;50.2;-10000.0;-10000.0;-10000.0;-10000.0
-10000.0;-10000.0;-10000.0;-10000.0;-10000.0;-10000.0;-10000.0;-10000.0;-10000.0;-10000.0
623.0
-10000.0;-10000.0;-10000.0;-10000.0;-10000.0;-10000.0;-10000.0;-10000.0;-10000.0;-10000.0
-10000.0;-10000.0;-10000.0;-10000.0;-10000.0;-10000.0;-10000.0;-10000.0;-10000.0;-10000.0
-10000.0;-10000.0;-10000.0;-10000.0;-10000.0;-10000.0;-10000.0;30.5;37.9;44.9
9.7;13.9;13.9;16.3;10.7;20.8;32.0;28.3;64.4;59.2
