9.03
9.07
10.05
10.36
10.45
11.86
12.76
12.99
13.43
14.83
15.3
16.01
16.77
17.99
18.27
19.04
20.51
21.29
20.43
22.46
22.96
23.54
23.18
23.35
23.58
23.76
26.92
27.72
27.92
27.82
29.8
31.08
35.39
35.76
36.21
36.47
36.49
36.86
40.88
40.67
44.42
45.21
51.08
48.03
47.72
50.52
50.69
50.4
